# Annotated with Bakta
# Software: v1.12.1
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_14	cds	25002	25205	-	BBGPBF_03677		hypothetical protein	PFAM:PF03621.18
contig_14	cds	25233	26441	-	BBGPBF_03678	fes	enterobactin/ferric enterobactin esterase	SO:0001217, UniRef:UniRef50_A0A377Z9K1, VFDB:VFC0272, VFDB:VFG048508
contig_14	cds	26701	28929	+	BBGPBF_03679	fepA	siderophore enterobactin receptor FepA	BlastRules:WP_012737617, BlastRules:WP_111840001, SO:0001217, UniRef:UniRef50_P05825
contig_14	cds	28996	29619	+	BBGPBF_03680		hypothetical protein	PFAM:PF01648.25, PFAM:PF17837.6
contig_14	cds	29670	30605	-	BBGPBF_03681		Apulose-4-phosphate transketolase subunit B	SO:0001217, UniRef:UniRef50_A6VKQ3
contig_14	cds	30598	31428	-	BBGPBF_03682		Apulose-4-phosphate transketolase subunit A	SO:0001217, UniRef:UniRef50_A6VKQ4
contig_14	cds	31803	32753	+	BBGPBF_03683		DNA-binding transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A0T9LM22
contig_14	cds	33103	34623	+	BBGPBF_03684		ATP:glycerol 3-phosphotransferase	SO:0001217, UniRef:UniRef50_A0A443VQM8
contig_14	cds	34783	35718	+	BBGPBF_03685		Periplasmic binding protein domain-containing protein	SO:0001217, UniRef:UniRef50_S1PTQ9
contig_14	cds	35762	36382	+	BBGPBF_03686		Lipoprotein	SO:0001217, UniRef:UniRef50_D8MRC2
contig_14	cds	36384	37928	+	BBGPBF_03687	rbsA	Ribose ABC transport system, ATP-binding protein RbsA (TC 3-A1-21)	SO:0001217, UniRef:UniRef50_A0A485B5N9
contig_14	cds	37946	39013	+	BBGPBF_03688		Ribose ABC transporter, permease protein	SO:0001217, UniRef:UniRef50_A0A0U1QYD2
contig_14	cds	39074	39871	+	BBGPBF_03689		Glucose 1-dehydrogenase	SO:0001217, UniRef:UniRef50_A0A3R9GXV9
contig_14	cds	40072	40857	+	BBGPBF_03690		Short chain dehydrogenase	SO:0001217, UniRef:UniRef50_A0A377Z8P0
contig_14	cds	40910	41515	-	BBGPBF_03691		GST N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A8J2XPW3
contig_14	cds	41770	42663	+	BBGPBF_03692	gcvA	Glycine cleavage system transcriptional activator GcvA	SO:0001217, UniRef:UniRef50_A0A7H4P105
contig_14	cds	42660	43916	-	BBGPBF_03693	mscS	Mechanosensitive ion channel MscS domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1X1BTV2
contig_14	cds	44141	44587	+	BBGPBF_03694		Inhibitor of vertebrate lysozyme	SO:0001217, UniRef:UniRef50_P0AD59
contig_14	cds	44633	46666	-	BBGPBF_03695	betT	choline BCCT transporter BetT	BlastRules:WP_000131044, SO:0001217, UniRef:UniRef50_C7MYQ2
contig_14	cds	46795	47382	+	BBGPBF_03696	betI	HTH-type transcriptional regulator BetI	SO:0001217, UniRef:UniRef50_P17446
contig_14	cds	47396	48868	+	BBGPBF_03697		Betaine aldehyde dehydrogenase	SO:0001217, UniRef:UniRef50_P17445
contig_14	cds	48882	50546	+	BBGPBF_03698		Oxygen-dependent choline dehydrogenase	SO:0001217, UniRef:UniRef50_P17444
contig_14	cds	50667	51362	-	BBGPBF_03699		Acetyltransferase (GNAT) family	SO:0001217, UniRef:UniRef50_A0A3P8K149
contig_14	cds	51568	53136	+	BBGPBF_03700		Beta-galactosidase/beta-glucuronidase	SO:0001217, UniRef:UniRef50_V5Z5R4
contig_14	cds	53256	54278	+	BBGPBF_03701		Putative permease	SO:0001217, UniRef:UniRef50_A0A0T9LL24
contig_14	cds	54278	55111	+	BBGPBF_03702		Binding-protein-dependent transport systems inner membrane component	SO:0001217, UniRef:UniRef50_K7TG88
contig_14	cds	55104	55940	+	BBGPBF_03703		ABC-type dipeptide transporter	SO:0001217, UniRef:UniRef50_V3R4A5
contig_14	cds	55927	56631	+	BBGPBF_03704	gsiA	Glutathione import ATP-binding protein GsiA	SO:0001217, UniRef:UniRef50_A0A1M5ZRG8
contig_14	cds	57482	58819	-	BBGPBF_03705		Aspartate aminotransferase family protein	SO:0001217, UniRef:UniRef50_A0A0Q6G0W3
contig_14	cds	59000	59764	+	BBGPBF_03706		Sulfoacetaldehyde reductase	SO:0001217, UniRef:UniRef50_Q1R183
contig_14	cds	59818	60579	-	BBGPBF_03707	artP	Arginine transport ATP-binding protein ArtP	SO:0001217, UniRef:UniRef50_A0A1Y0LBE3
contig_14	cds	60572	61237	-	BBGPBF_03708		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0P7Z6G6
contig_14	cds	61252	61893	-	BBGPBF_03709		ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A1V2BT54
contig_14	cds	61941	62792	-	BBGPBF_03710		Amino acid ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A9J6S608
contig_14	cds	63034	64497	+	BBGPBF_03711	gntR	GntR family transcriptional regulator	SO:0001217, UniRef:UniRef50_W9BEZ9
contig_14	cds	64494	65828	-	BBGPBF_03712	gntR	GntR family transcriptional regulator domain / Aspartate aminotransferase	SO:0001217, UniRef:UniRef50_A0A377Z572
contig_14	cds	65938	66861	+	BBGPBF_03713	eamA	EamA domain-containing protein	SO:0001217, UniRef:UniRef50_C1DK14
contig_14	cds	66983	68098	+	BBGPBF_03714		Putative glutamate--cysteine ligase 2	SO:0001217, UniRef:UniRef50_P77213
contig_14	cds	68146	68865	+	BBGPBF_03715		hypothetical protein	PFAM:PF09992.14
contig_14	cds	69214	72306	-	BBGPBF_03716		Efflux pump membrane transporter	SO:0001217, UniRef:UniRef50_A0A376F2B4
contig_14	cds	72320	73399	-	BBGPBF_03717		Efflux RND transporter periplasmic adaptor subunit	SO:0001217, UniRef:UniRef50_W9BEC8
contig_14	cds	73452	76175	-	BBGPBF_03718		putative cation-transporting ATPase F	SO:0001217, UniRef:UniRef50_A0A3P8KIH4
contig_14	cds	76378	76488	+	BBGPBF_03719		hypothetical protein	SO:0001217, UniRef:UniRef50_E3G5E0
contig_14	cds	76678	76926	+	BBGPBF_03720	ybdJ	Uncharacterized protein YbdJ	SO:0001217, UniRef:UniRef50_P77506
contig_14	cds	76944	77285	-	BBGPBF_03721	soxS	Regulatory protein soxS	SO:0001217, UniRef:UniRef50_A0A447UY09
contig_14	cds	77316	78416	-	BBGPBF_03722		L-ascorbate metabolism protein UlaG, beta-lactamase superfamily	SO:0001217, UniRef:UniRef50_A0A1H8RC28
contig_14	cds	78611	79192	+	BBGPBF_03723		HTH tetR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0AAN3UTD1
contig_14	cds	79192	79560	+	BBGPBF_03724		hypothetical protein	
contig_14	cds	79680	80333	+	BBGPBF_03725		Oxygen-insensitive NAD(P)H nitroreductase	SO:0001217, UniRef:UniRef50_P38489
contig_14	cds	80581	81015	+	BBGPBF_03726		PTS EIIA type-4 domain-containing protein	SO:0001217, UniRef:UniRef50_A9ML53
contig_14	cds	81008	81478	+	BBGPBF_03727		PTS system mannose-specific transporter subunit IIB	SO:0001217, UniRef:UniRef50_A0A447S2A9
contig_14	cds	81493	82236	+	BBGPBF_03728		PTS family sugar transport protein component IIC	SO:0001217, UniRef:UniRef50_A0A379XT14
contig_14	cds	82239	83093	+	BBGPBF_03729		PTS mannose transporter subunit IID	SO:0001217, UniRef:UniRef50_A0A919HTL4
contig_14	cds	83111	84172	+	BBGPBF_03730		Glucosamine--fructose-6-phosphate aminotransferase	SO:0001217, UniRef:UniRef50_W9BNL4
contig_14	cds	84237	85223	+	BBGPBF_03731		Phosphosugar isomerase	SO:0001217, UniRef:UniRef50_W9B525
contig_14	cds	85276	88005	-	BBGPBF_03732		Fis family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0AAN1DUJ7
contig_14	cds	88102	89136	-	BBGPBF_03733		DUF2157 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0H3FPY6
contig_14	cds	89805	90671	-	BBGPBF_03734		DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A0J6FS45
contig_14	cds	90780	92207	+	BBGPBF_03735	rspA	High-copy suppressor of rspA	SO:0001217, UniRef:UniRef50_A0A240AQZ1
contig_14	cds	92278	93522	+	BBGPBF_03736		Miniconductance mechanosensitive channel	SO:0001217, UniRef:UniRef50_V5Z9H5
contig_14	cds	93526	94506	-	BBGPBF_03737	purR	PurR protein	SO:0001217, UniRef:UniRef50_Q65SC2
contig_14	cds	94755	95171	+	BBGPBF_03738		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A3P8KPT6
contig_14	cds	95191	96342	-	BBGPBF_03739		Glucose-6-phosphate 3-dehydrogenase	SO:0001217, UniRef:UniRef50_A0A0J1FB34
contig_14	cds	96344	97366	-	BBGPBF_03740		AP endonuclease	SO:0001217, UniRef:UniRef50_A0A2S6ECA8
contig_14	cds	97383	98624	-	BBGPBF_03741		Major facilitator superfamily (MFS) profile domain-containing protein	SO:0001217, UniRef:UniRef50_A8AJP9
contig_14	cds	98776	100152	-	BBGPBF_03742		Phenylalanine-specific permease	SO:0001217, UniRef:UniRef50_A0A3P8KIJ7
contig_14	cds	100260	102458	-	BBGPBF_03743		TonB-dependent siderophore receptor	SO:0001217, UniRef:UniRef50_A8AMT8
contig_14	cds	102518	103600	-	BBGPBF_03744	yncE	DNA-binding beta-propeller fold protein YncE	SO:0001217, UniRef:UniRef50_A0A1G5P8U9
contig_14	cds	103996	105480	-	BBGPBF_03745		Phenylacetaldehyde dehydrogenase	SO:0001217, UniRef:UniRef50_A0A0N0IB14
contig_14	cds	105639	106940	+	BBGPBF_03746		Oxidoreductase	SO:0001217, UniRef:UniRef50_A0A087FKC6
contig_14	cds	106954	107319	+	BBGPBF_03747		(S)-ureidoglycine aminohydrolase cupin domain-containing protein	SO:0001217, UniRef:UniRef50_Q5KQQ1
contig_14	cds	107345	107530	-	BBGPBF_03748		hypothetical protein	
contig_14	cds	107695	109194	+	BBGPBF_03749		Amino acid permease/ SLC12A domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M3E457
contig_14	cds	109172	109714	+	BBGPBF_03750		DUF3156 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4P8SIJ8
contig_14	cds	109732	110094	-	BBGPBF_03751		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A0AAP2BIR5
contig_14	cds	110095	110397	-	BBGPBF_03752	relE	Toxin-antitoxin system, toxin component, RelE family	SO:0001217, UniRef:UniRef50_A1URI9
contig_14	cds	110481	111596	-	BBGPBF_03753		Histone deacetylase-like amidohydrolase	SO:0001217, UniRef:UniRef50_U4K961
contig_14	cds	111613	112785	-	BBGPBF_03754		MFS transporter	SO:0001217, UniRef:UniRef50_A0A8B6IPD9
contig_14	cds	112903	113586	-	BBGPBF_03755		Monoamine regulon transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A2Z6ELR6
contig_14	cds	114012	115199	+	BBGPBF_03756		Serine-type anaerobic sulfatase-maturating enzyme	SO:0001217, UniRef:UniRef50_Q9X758
contig_14	cds	115244	116977	+	BBGPBF_03757		Arylsulfatase	SO:0001217, UniRef:UniRef50_Q9X759
contig_14	cds	117065	117841	+	BBGPBF_03758	moaE	Protein MoaE	SO:0001217, UniRef:UniRef50_P54795
contig_14	cds	117867	118658	+	BBGPBF_03759		Molybdenum cofactor biosynthesis protein F	SO:0001217, UniRef:UniRef50_K8WT27
contig_15	cds	264	380	+	BBGPBF_03760		hypothetical protein	
contig_15	cds	408	1109	+	BBGPBF_03761	yieP	Uncharacterized HTH-type transcriptional regulator YieP	SO:0001217, UniRef:UniRef50_P31475
contig_15	cds	1122	2519	+	BBGPBF_03762	hsrA	putative transport protein HsrA	SO:0001217, UniRef:UniRef50_P31474
contig_15	cds	2516	3499	-	BBGPBF_03763		HTH lacI-type domain-containing protein	SO:0001217, UniRef:UniRef50_A8ACQ9
contig_15	cds	3512	4444	-	BBGPBF_03764		Ribokinase	SO:0001217, UniRef:UniRef50_P0A9J6
contig_15	cds	4545	5435	-	BBGPBF_03765	rbsB	Ribose import binding protein RbsB	SO:0001217, UniRef:UniRef50_P44737
contig_15	cds	5463	6428	-	BBGPBF_03766	rbsC	Ribose transport system permease protein rbsC	SO:0001217, UniRef:UniRef50_A0A377PRY9
contig_15	cds	6434	7939	-	BBGPBF_03767		Ribose ABC transport system	SO:0001217, UniRef:UniRef50_A0A2X3GG12
contig_15	cds	7950	8369	-	BBGPBF_03768		D-ribose pyranase	SO:0001217, UniRef:UniRef50_A7MMV4
contig_15	cds	8555	10423	-	BBGPBF_03769		Low affinity potassium transport system protein Kup	SO:0001217, UniRef:UniRef50_P63183
contig_15	cds	10641	12140	+	BBGPBF_03770	ravA	ATPase RavA	SO:0001217, UniRef:UniRef50_P31473
contig_15	cds	12137	13585	+	BBGPBF_03771	viaA	Protein ViaA	SO:0001217, UniRef:UniRef50_Q8ZKW3
contig_15	cds	13589	14581	-	BBGPBF_03772		Aspartate--ammonia ligase	SO:0001217, UniRef:UniRef50_P00963
contig_15	cds	14733	15191	+	BBGPBF_03773	asnC	Regulatory protein AsnC	SO:0001217, UniRef:UniRef50_P0ACI6
contig_15	cds	15291	15731	+	BBGPBF_03774	mioC	Protein MioC	SO:0001217, UniRef:UniRef50_P03817
contig_15	oriC	15738	16112	?			origin of replication	
contig_15	cds	16113	18002	+	BBGPBF_03775	mnmG	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	SO:0001217, UniRef:UniRef50_P0A6U3
contig_15	cds	18118	18741	+	BBGPBF_03776		Ribosomal RNA small subunit methyltransferase G	SO:0001217, UniRef:UniRef50_Q7NA87
contig_15	cds	19358	19738	+	BBGPBF_03777		ATP synthase protein I	SO:0001217, UniRef:UniRef50_P0ABC0
contig_15	cds	19746	20561	+	BBGPBF_03778		ATP synthase subunit a	SO:0001217, UniRef:UniRef50_P0AB98
contig_15	cds	20611	20850	+	BBGPBF_03779		ATP synthase subunit c	SO:0001217, UniRef:UniRef50_A0A1I0DNZ3
contig_15	cds	20901	21371	+	BBGPBF_03780		ATP synthase subunit b	SO:0001217, UniRef:UniRef50_A0KQY2
contig_15	cds	21386	21919	+	BBGPBF_03781		ATP synthase subunit delta	SO:0001217, UniRef:UniRef50_Q7NA91
contig_15	cds	21932	23473	+	BBGPBF_03782		ATP synthase subunit alpha	SO:0001217, UniRef:UniRef50_O51874
contig_15	cds	23524	24387	+	BBGPBF_03783		ATP synthase gamma chain	SO:0001217, UniRef:UniRef50_P43716
contig_15	cds	24414	25796	+	BBGPBF_03784		ATP synthase subunit beta	SO:0001217, UniRef:UniRef50_Q7VU44
contig_15	cds	25817	26236	+	BBGPBF_03785		ATP synthase epsilon chain	SO:0001217, UniRef:UniRef50_Q12HQ2
contig_15	cds	26932	28302	+	BBGPBF_03786	glmU	Bifunctional protein GlmU	SO:0001217, UniRef:UniRef50_A7MMY0
contig_15	cds	28486	30315	+	BBGPBF_03787		Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	SO:0001217, UniRef:UniRef50_P59499
contig_15	cds	30652	31692	+	BBGPBF_03788	pstS	Phosphate-binding protein PstS	SO:0001217, UniRef:UniRef50_P0AG82
contig_15	cds	31821	32780	+	BBGPBF_03789	pstC	Phosphate transport system permease protein PstC	SO:0001217, UniRef:UniRef50_P45191
contig_15	cds	32780	33670	+	BBGPBF_03790	pstA	Phosphate transport system permease protein PstA	SO:0001217, UniRef:UniRef50_P07654
contig_15	cds	33718	34491	+	BBGPBF_03791	pstB	Phosphate import ATP-binding protein PstB	SO:0001217, UniRef:UniRef50_A0A1M5Z1N6
contig_15	cds	34542	35267	+	BBGPBF_03792	phoU	Phosphate-specific transport system accessory protein PhoU	SO:0001217, UniRef:UniRef50_A0A191W1Z7
contig_15	cds	35745	37379	+	BBGPBF_03793		Porin	SO:0001217, UniRef:UniRef50_W9BJX5
contig_15	cds	37418	38584	+	BBGPBF_03794		Putative xylanase	SO:0001217, UniRef:UniRef50_E0SGS8
contig_15	cds	38634	39353	+	BBGPBF_03795	yieK	Uncharacterized protein YieK	SO:0001217, UniRef:UniRef50_P31470
contig_15	cds	39433	40098	-	BBGPBF_03796		Hydrolase	SO:0001217, UniRef:UniRef50_A0A447P3F7
contig_15	cds	40268	41605	+	BBGPBF_03797	adeP	Adenine permease AdeP	SO:0001217, UniRef:UniRef50_P31466
contig_15	cds	41651	42217	-	BBGPBF_03798		NADPH-dependent FMN reductase-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1X1EUE1
contig_15	cds	42254	42982	-	BBGPBF_03799	yieE	Uncharacterized protein YieE	SO:0001217, UniRef:UniRef50_P0ADM8
contig_15	cds	43139	44098	-	BBGPBF_03800	yidZ	HTH-type transcriptional regulator YidZ	SO:0001217, UniRef:UniRef50_P31463
contig_15	cds	44073	45251	-	BBGPBF_03801	mdtL	Multidrug resistance protein MdtL	SO:0001217, UniRef:UniRef50_P31462
contig_15	cds	45351	45770	-	BBGPBF_03802		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0H3H0H2
contig_15	cds	45890	47254	-	BBGPBF_03803	mnmE	tRNA modification GTPase MnmE	SO:0001217, UniRef:UniRef50_Q5NFF3
contig_15	cds	47449	49095	-	BBGPBF_03804	yidC	Membrane protein insertase YidC	SO:0001217, UniRef:UniRef50_P25714
contig_15	cds	49319	49645	-	BBGPBF_03805		Ribonuclease P protein component	SO:0001217, UniRef:UniRef50_Q1LTW1
contig_15	oriC	49835	50455	?			origin of replication	
contig_15	cds	50456	51859	+	BBGPBF_03806	dnaA	Chromosomal replication initiator protein DnaA	SO:0001217, UniRef:UniRef50_A0A1C4E0M5
contig_15	ncRNA	50966	51046	-	BBGPBF_03807	asdA	antisense RNA of dnaA mRNA	RFAM:RF02674, SO:0000644
contig_15	cds	51864	52964	+	BBGPBF_03808		Beta sliding clamp	SO:0001217, UniRef:UniRef50_A0A7U3M6B6
contig_15	cds	53111	54184	+	BBGPBF_03809	recF	DNA replication and repair protein RecF	SO:0001217, UniRef:UniRef50_P0A7H0
contig_15	cds	54213	56627	+	BBGPBF_03810		DNA gyrase subunit B	SO:0001217, UniRef:UniRef50_A0A0S2JCA5
contig_15	cds	56829	57641	+	BBGPBF_03811	yidA	Sugar phosphatase YidA	SO:0001217, UniRef:UniRef50_A0A083ZUP3
contig_15	cds	57812	58873	+	BBGPBF_03812		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A264CAY0
contig_15	cds	58870	60003	+	BBGPBF_03813		Bacterial surface antigen (D15) domain-containing protein	SO:0001217, UniRef:UniRef50_A0A344SJ31
contig_15	cds	60233	60922	+	BBGPBF_03814	dgoR	D-galactonate utilization transcriptional regulator DgoR	BlastRules:WP_000174305, SO:0001217, UniRef:UniRef50_P31460
contig_15	cds	60919	61797	+	BBGPBF_03815		2-oxo-3-deoxygalactonate kinase	SO:0001217, UniRef:UniRef50_Q8ZKZ0
contig_15	cds	61781	62398	+	BBGPBF_03816		2-dehydro-3-deoxy-6-phosphogalactonate aldolase	SO:0001217, UniRef:UniRef50_Q6BF16
contig_15	cds	62395	63543	+	BBGPBF_03817		D-galactonate dehydratase	SO:0001217, UniRef:UniRef50_Q8ZKZ1
contig_15	cds	63766	65058	+	BBGPBF_03818		MFS transporter	SO:0001217, UniRef:UniRef50_A0A1V9DAV9
contig_15	cds	65110	66336	+	BBGPBF_03819	yidR	Uncharacterized protein YidR	SO:0001217, UniRef:UniRef50_P31455
contig_15	cds	66338	66670	-	BBGPBF_03820		YceK/YidQ family lipoprotein	SO:0001217, UniRef:UniRef50_H5V1T4
contig_15	ncRNA-region	66916	66991	+			Repression of heat shock gene expression (ROSE) element	RFAM:RF01832, SO:0002168
contig_15	cds	66985	67398	+	BBGPBF_03821	ibpA	Small heat shock protein IbpA	SO:0001217, UniRef:UniRef50_E0SEQ3
contig_15	cds	67515	67943	+	BBGPBF_03822	ibpB	Small heat shock protein IbpB	SO:0001217, UniRef:UniRef50_A8G7R9
contig_15	cds	68080	68640	+	BBGPBF_03823		Dna-damage-inducible protein D	SO:0001217, UniRef:UniRef50_A0A376M0I1
contig_15	cds	69005	70666	+	BBGPBF_03824	yidE	Putative transport protein YidE	SO:0001217, UniRef:UniRef50_B7LK27
contig_15	cds	70658	71380	-	BBGPBF_03825	yidP	Uncharacterized HTH-type transcriptional regulator YidP	SO:0001217, UniRef:UniRef50_P31453
contig_15	cds	71679	73301	+	BBGPBF_03826	glvC	Phosphotransferase IIC component GlvC	SO:0001217, UniRef:UniRef50_P31452
contig_15	cds	73298	74620	+	BBGPBF_03827		Maltose-6'-phosphate glucosidase	SO:0001217, UniRef:UniRef50_P54716
contig_15	cds	74722	75069	+	BBGPBF_03828		DUF202 domain-containing protein	SO:0001217, UniRef:UniRef50_B5XYI6
contig_15	cds	75059	75421	+	BBGPBF_03829		DUF202 domain-containing protein	SO:0001217, UniRef:UniRef50_Q329D7
contig_15	cds	75418	75918	+	BBGPBF_03830		Regulator	SO:0001217, UniRef:UniRef50_W9B1W2
contig_15	cds	75922	77250	-	BBGPBF_03831		D-serine dehydratase	SO:0001217, UniRef:UniRef50_Q8FFF4
contig_15	cds	77268	78605	-	BBGPBF_03832	dsdX	DsdX permease	SO:0001217, UniRef:UniRef50_A0A2X2T347
contig_15	cds	78831	79754	+	BBGPBF_03833	dsdC	HTH-type transcriptional regulator DsdC	SO:0001217, UniRef:UniRef50_P46068
contig_15	cds	79914	81098	-	BBGPBF_03834	emrD	multidrug efflux MFS transporter EmrD	BlastRules:WP_000828740, BlastRules:WP_000828746, BlastRules:WP_115740452, NCBIProtein:ACN65732.1, SO:0001217, UniRef:UniRef50_D2U3C7
contig_15	cds	81274	82107	-	BBGPBF_03835	eamA	EamA domain-containing protein	SO:0001217, UniRef:UniRef50_N9L5V2
contig_15	cds	82176	82622	-	BBGPBF_03836		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A564KKC6
contig_15	cds	82713	82802	-	BBGPBF_03837		hypothetical protein	
contig_15	ncRNA	83204	83334	+	BBGPBF_03838	istR	istR Hfq binding RNA	RFAM:RF01400, SO:0000655
contig_15	cds	83465	83560	+	BBGPBF_03839	ilvB	IlvB leader peptide	SO:0001217, UniRef:UniRef50_A0A264BY78
contig_15	cds	83665	85353	+	BBGPBF_03840		Acetolactate synthase	SO:0001217, UniRef:UniRef50_A0A4U9D5U1
contig_15	cds	85357	85644	+	BBGPBF_03841		Acetolactate synthase small subunit	SO:0001217, UniRef:UniRef50_A0A6S6TUN3
contig_15	cds	85795	86388	+	BBGPBF_03842	uhpA	Transcriptional regulatory protein UhpA	SO:0001217, UniRef:UniRef50_P27667
contig_15	cds	86385	87887	+	BBGPBF_03843	uhpB	Signal transduction histidine-protein kinase/phosphatase UhpB	SO:0001217, UniRef:UniRef50_P09835
contig_15	cds	87899	89227	+	BBGPBF_03844	uhpC	Membrane sensor protein UhpC	SO:0001217, UniRef:UniRef50_P09836
contig_15	cds	89373	90764	+	BBGPBF_03845		Hexose-6-phosphate:phosphate antiporter	SO:0001217, UniRef:UniRef50_P0AGC0
contig_15	cds	90901	91353	+	BBGPBF_03846		DUF1198 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A8B6IWN8
contig_15	cds	91482	91805	-	BBGPBF_03847		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_C5BBX7
contig_15	cds	91789	92148	-	BBGPBF_03848		Type II toxin-antitoxin system RelE/ParE family toxin	SO:0001217, UniRef:UniRef50_A0A4C2Z2M1
contig_15	cds	92360	93553	+	BBGPBF_03849		Ribonucleoside transporter	SO:0001217, UniRef:UniRef50_A0A377UTS3
contig_15	cds	93550	94359	-	BBGPBF_03850		Phosphonoacetaldehyde hydrolase	SO:0001217, UniRef:UniRef50_Q9KLY5
contig_15	cds	94369	95472	-	BBGPBF_03851		2-aminoethylphosphonate--pyruvate transaminase	SO:0001217, UniRef:UniRef50_A0A377YTX0
contig_15	cds	95614	96333	+	BBGPBF_03852		Putative transcriptional regulator of 2-aminoethylphosphonate degradation operon	SO:0001217, UniRef:UniRef50_A0A083ZTV9
contig_15	cds	96512	97525	+	BBGPBF_03853		Putative 2-aminoethylphosphonate-binding periplasmic protein	SO:0001217, UniRef:UniRef50_P96062
contig_15	cds	97531	98643	+	BBGPBF_03854	phnT	Putative 2-aminoethylphosphonate import ATP-binding protein PhnT	SO:0001217, UniRef:UniRef50_P96063
contig_15	cds	98643	99503	+	BBGPBF_03855		2-aminoethylphosphonate ABC transporter permease subunit	SO:0001217, UniRef:UniRef50_A0A5T6J804
contig_15	cds	99506	100303	+	BBGPBF_03856	phnV	Putative 2-aminoethylphosphonate transport system permease protein PhnV	SO:0001217, UniRef:UniRef50_P96065
contig_15	cds	100502	101308	-	BBGPBF_03857		Maltose-inducible porin	SO:0001217, UniRef:UniRef50_A0A485B1R9
contig_16	cds	329	1180	-	BBGPBF_03858		Glutamate racemase	SO:0001217, UniRef:UniRef50_P22634
contig_16	cds	1125	2963	-	BBGPBF_03859	btuB	Vitamin B12 transporter BtuB	SO:0001217, UniRef:UniRef50_P06129
contig_16	ncRNA-region	3029	3215	-			Cobalamin riboswitch aptamer	RFAM:RF00174, SO:0000035
contig_16	cds	3330	4430	+	BBGPBF_03860		tRNA/tmRNA (uracil-C(5))-methyltransferase	SO:0001217, UniRef:UniRef50_G4QJS8
contig_16	cds	4482	4841	-	BBGPBF_03861	yijD	Inner membrane protein YijD	SO:0001217, UniRef:UniRef50_P0AF40
contig_16	cds	4857	5492	-	BBGPBF_03862	fabR	HTH-type transcriptional repressor FabR	SO:0001217, UniRef:UniRef50_A0A085G409
contig_16	cds	5689	7089	+	BBGPBF_03863		Soluble pyridine nucleotide transhydrogenase	SO:0001217, UniRef:UniRef50_Q8ZA97
contig_16	cds	7072	7989	-	BBGPBF_03864	oxyR	DNA-binding transcriptional regulator OxyR	SO:0001217, UniRef:UniRef50_A0A7X4LIK5
contig_16	cds	8248	9621	-	BBGPBF_03865		Argininosuccinate lyase	SO:0001217, UniRef:UniRef50_P11447
contig_16	cds	9721	10494	-	BBGPBF_03866		acetylglutamate kinase	BlastRules:WP_001575262, SO:0001217, UniRef:UniRef50_P0A6C8
contig_16	cds	10504	11508	-	BBGPBF_03867		N-acetyl-gamma-glutamyl-phosphate reductase	SO:0001217, UniRef:UniRef50_Q9KNT6
contig_16	cds	11622	12773	+	BBGPBF_03868		Acetylornithine deacetylase	SO:0001217, UniRef:UniRef50_P23908
contig_16	cds	13032	15683	+	BBGPBF_03869		Phosphoenolpyruvate carboxylase	SO:0001217, UniRef:UniRef50_P00864
contig_16	cds	15727	16377	-	BBGPBF_03870	zinT	Metal-binding protein ZinT	SO:0001217, UniRef:UniRef50_P76344
contig_16	cds	16402	17388	+	BBGPBF_03871	yijO	Uncharacterized HTH-type transcriptional regulator YijO	SO:0001217, UniRef:UniRef50_P32677
contig_16	cds	17594	18256	+	BBGPBF_03872		Fructose-6-phosphate aldolase 1	SO:0001217, UniRef:UniRef50_P78055
contig_16	cds	18311	19414	+	BBGPBF_03873		Glycerol dehydrogenase	SO:0001217, UniRef:UniRef50_A0A7I8EDJ4
contig_16	cds	19478	20347	-	BBGPBF_03874	yijE	putative cystine transporter YijE	SO:0001217, UniRef:UniRef50_P0ABT8
contig_16	cds	20491	21378	-	BBGPBF_03875		5,10-methylenetetrahydrofolate reductase	SO:0001217, UniRef:UniRef50_P0AEZ1
