# Annotated with Bakta
# Software: v1.12.1
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_15	cds	86385	87887	+	BBGPBF_03843	626.0	7.5e-222	0.974	0.944	0.661	UniRef:UniRef50_P09835
contig_15	cds	87899	89227	+	BBGPBF_03844	888.0	0.0	1.0	0.895	1.0	UniRef:UniRef50_P09836
contig_15	cds	89373	90764	+	BBGPBF_03845	876.0	0.0	0.985	0.919	0.976	UniRef:UniRef50_P0AGC0
contig_15	cds	90901	91353	+	BBGPBF_03846	172.0	3.7e-54	0.933	0.881	0.600	UniRef:UniRef50_A0A8B6IWN8
contig_15	cds	91482	91805	-	BBGPBF_03847	130.0	1.4e-38	0.963	0.880	0.631	UniRef:UniRef50_C5BBX7
contig_15	cds	91789	92148	-	BBGPBF_03848	155.0	1.6e-48	0.983	0.975	0.650	UniRef:UniRef50_A0A4C2Z2M1
contig_15	cds	92360	93553	+	BBGPBF_03849	619.0	1.2e-223	0.844	0.963	1.0	UniRef:UniRef50_A0A377UTS3
contig_15	cds	93550	94359	-	BBGPBF_03850	320.0	3.6e-108	0.996	0.887	0.590	UniRef:UniRef50_Q9KLY5
contig_15	cds	94369	95472	-	BBGPBF_03851	612.0	6.5e-222	0.839	1.0	0.990	UniRef:UniRef50_A0A377YTX0
contig_15	cds	95614	96333	+	BBGPBF_03852	372.0	2.8e-130	0.996	0.952	0.718	UniRef:UniRef50_A0A083ZTV9
contig_15	cds	96512	97525	+	BBGPBF_03853	410.0	6.7e-142	0.994	0.910	0.609	UniRef:UniRef50_P96062
contig_15	cds	97531	98643	+	BBGPBF_03854	436.0	1.2e-150	0.954	0.865	0.632	UniRef:UniRef50_P96063
contig_15	cds	98643	99503	+	BBGPBF_03855	510.0	2.1e-183	1.010	1.0	0.979	UniRef:UniRef50_A0A5T6J804
contig_15	cds	99506	100303	+	BBGPBF_03856	410.0	1.2e-143	0.996	0.820	0.814	UniRef:UniRef50_P96065
contig_15	cds	100502	101308	-	BBGPBF_03857	501.0	2.6e-180	0.978	0.996	0.912	UniRef:UniRef50_A0A485B1R9
contig_16	cds	329	1180	-	BBGPBF_03858	489.0	1.2e-174	0.989	0.915	0.886	UniRef:UniRef50_P22634
contig_16	cds	1125	2963	-	BBGPBF_03859	917.0	0.0	1.008	0.905	0.716	UniRef:UniRef50_P06129
contig_16	ncRNA-region	3029	3215	-	-	91.7	1.4e-15	-	-	-	RFAM:RF00174
contig_16	cds	3330	4430	+	BBGPBF_03860	426.0	3.9e-147	0.973	0.908	0.596	UniRef:UniRef50_G4QJS8
contig_16	cds	4482	4841	-	BBGPBF_03861	155.0	2.6e-48	0.958	0.844	0.667	UniRef:UniRef50_P0AF40
contig_16	cds	4857	5492	-	BBGPBF_03862	355.0	2.1e-124	0.972	0.899	0.927	UniRef:UniRef50_A0A085G409
contig_16	cds	5689	7089	+	BBGPBF_03863	669.0	7.4e-239	0.991	0.821	0.695	UniRef:UniRef50_Q8ZA97
contig_16	cds	7072	7989	-	BBGPBF_03864	412.0	5.0e-144	0.948	0.923	0.702	UniRef:UniRef50_A0A7X4LIK5
contig_16	cds	8248	9621	-	BBGPBF_03865	815.0	2.3e-297	0.978	0.892	0.937	UniRef:UniRef50_P11447
contig_16	cds	9721	10494	-	BBGPBF_03866	457.0	1.3e-165	1.0	0.996	0.922	BlastRules:WP_001575262
contig_16	cds	10504	11508	-	BBGPBF_03867	600.0	1.7e-216	1.0	0.884	0.877	UniRef:UniRef50_Q9KNT6
contig_16	cds	11622	12773	+	BBGPBF_03868	786.0	1.6e-288	1.0	0.910	0.990	UniRef:UniRef50_P23908
contig_16	cds	13032	15683	+	BBGPBF_03869	1571.0	0.0	0.976	0.928	0.913	UniRef:UniRef50_P00864
contig_16	cds	15727	16377	-	BBGPBF_03870	286.0	1.8e-96	0.963	0.839	0.649	UniRef:UniRef50_P76344
contig_16	cds	16402	17388	+	BBGPBF_03871	656.0	2.8e-239	0.997	0.932	0.991	UniRef:UniRef50_P32677
contig_16	cds	17594	18256	+	BBGPBF_03872	307.0	1.7e-104	1.0	0.824	0.695	UniRef:UniRef50_P78055
contig_16	cds	18311	19414	+	BBGPBF_03873	455.0	7.9e-159	0.995	0.984	0.633	UniRef:UniRef50_A0A7I8EDJ4
contig_16	cds	19478	20347	-	BBGPBF_03874	459.0	4.1e-162	1.003	0.826	0.800	UniRef:UniRef50_P0ABT8
contig_16	cds	20491	21378	-	BBGPBF_03875	538.0	2.1e-193	0.997	0.865	0.884	UniRef:UniRef50_P0AEZ1
contig_16	cds	21607	22515	-	BBGPBF_03876	371.0	1.3e-127	0.990	0.943	0.645	UniRef:UniRef50_A0A0S3FBP3
contig_16	cds	22607	22978	+	BBGPBF_03877	134.0	1.1e-39	0.967	0.856	0.555	UniRef:UniRef50_A0A085GDQ6
contig_16	cds	23016	24572	-	BBGPBF_03878	903.0	0.0	1.127	0.998	0.783	UniRef:UniRef50_A0A0H3GLG5
contig_16	cds	24711	25847	+	BBGPBF_03879	452.0	3.6e-157	1.0	0.926	0.569	UniRef:UniRef50_A0A0H3GK84
contig_16	cds	25822	28254	-	BBGPBF_03880	1531.0	0.0	1.0	0.943	0.960	UniRef:UniRef50_P00562
contig_16	cds	28257	29417	-	BBGPBF_03881	640.0	2.6e-230	0.995	0.840	0.839	UniRef:UniRef50_P00935
contig_16	cds	29685	30002	+	BBGPBF_03882	153.0	6.0e-48	0.905	0.841	0.758	UniRef:UniRef50_P44618
contig_16	cds	30104	30316	-	BBGPBF_03883	108.0	3.0e-31	0.957	0.931	0.716	UniRef:UniRef50_Q5E2H8
contig_16	ncRNA-region	30323	30374	-	-	60.6	1.4e-08	-	-	-	RFAM:RF03157
contig_16	cds	30569	32764	+	BBGPBF_03884	1211.0	0.0	0.996	0.804	0.817	UniRef:UniRef50_P17888
contig_16	cds	32915	33943	+	BBGPBF_03885	605.0	2.4e-218	0.994	0.859	0.888	UniRef:UniRef50_P0ACN7
contig_16	cds	34151	35005	+	BBGPBF_03886	325.0	2.6e-110	1.004	1.004	0.765	UniRef:UniRef50_A0A2N5EL23
contig_16	ncRNA-region	35043	35099	+	-	68.0	2.6e-09	-	-	-	RFAM:RF02401
contig_16	cds	35097	35627	+	BBGPBF_03887	221.0	2.4e-72	0.994	0.841	0.646	UniRef:UniRef50_Q8D2S6
contig_16	cds	35637	36971	+	BBGPBF_03888	768.0	5.7e-279	1.176	1.0	0.791	UniRef:UniRef50_P0A6H5
contig_16	cds	37041	37961	+	BBGPBF_03889	375.0	1.4e-128	0.977	0.857	0.659	UniRef:UniRef50_P32166
contig_16	cds	38054	38539	+	BBGPBF_03890	276.0	3.4e-95	0.932	0.993	0.933	UniRef:UniRef50_A0A0H3DX24
contig_16	cds	38601	39563	-	BBGPBF_03891	608.0	1.7e-220	1.0	0.909	0.941	UniRef:UniRef50_P0A796
contig_16	cds	39760	40662	-	BBGPBF_03892	-	-	1.0	1.0	1.0	NCBIProtein:BAB89353.1
contig_16	cds	40821	41324	-	BBGPBF_03893	211.0	9.0e-69	0.940	0.867	0.764	UniRef:UniRef50_P0AE85
contig_16	cds	41474	42172	+	BBGPBF_03894	416.0	1.7e-147	1.0	0.869	0.901	UniRef:UniRef50_P0AE88
contig_16	cds	42169	43542	+	BBGPBF_03895	422.0	2.4e-143	0.989	0.983	0.509	UniRef:UniRef50_Q6CZ41
contig_16	cds	43609	44283	-	BBGPBF_03896	379.0	4.2e-133	1.0	0.889	0.790	UniRef:UniRef50_P32157
contig_16	cds	44356	44976	-	BBGPBF_03897	389.0	3.5e-137	1.238	1.0	0.776	UniRef:UniRef50_P00448
contig_16	cds	45266	46300	+	BBGPBF_03898	632.0	1.5e-229	1.0	0.980	0.910	UniRef:UniRef50_B7UNM8
contig_16	cds	46333	47178	-	BBGPBF_03899	357.0	8.9e-124	0.843	0.983	0.734	UniRef:UniRef50_G5SJD7
contig_16	cds	47252	48088	-	BBGPBF_03900	525.0	3.8e-189	0.996	0.923	0.949	UniRef:UniRef50_P09377
contig_16	cds	48399	49865	+	BBGPBF_03901	629.0	1.4e-222	1.004	0.889	0.649	UniRef:UniRef50_P32171
contig_16	cds	49862	51121	+	BBGPBF_03902	547.0	5.8e-193	0.998	0.895	0.612	UniRef:UniRef50_P32170
contig_16	cds	51271	52101	+	BBGPBF_03903	514.0	1.9e-185	0.996	0.996	0.902	UniRef:UniRef50_A0A329H5T5
contig_16	cds	52183	53169	+	BBGPBF_03904	367.0	5.0e-125	0.948	0.891	0.611	UniRef:UniRef50_A0A2M8H0S6
contig_16	cds	53315	54826	+	BBGPBF_03905	627.0	2.8e-221	0.988	0.872	0.654	UniRef:UniRef50_Q28P50
contig_16	cds	54823	55830	+	BBGPBF_03906	362.0	1.4e-122	0.952	0.855	0.592	UniRef:UniRef50_A0A0C5VQP0
contig_16	cds	55827	56831	+	BBGPBF_03907	517.0	1.6e-185	0.823	1.0	0.985	UniRef:UniRef50_A0A4U9J1Q8
contig_16	cds	56921	58069	+	BBGPBF_03908	683.0	1.8e-248	1.0	0.997	0.914	UniRef:UniRef50_A0A3S5DHI6
contig_16	cds	58066	58380	+	BBGPBF_03909	123.0	4.0e-36	0.990	0.936	0.534	UniRef:UniRef50_Q65Q29
contig_16	cds	58418	59683	-	BBGPBF_03910	474.0	4.8e-164	0.950	0.851	0.578	UniRef:UniRef50_P16552
contig_16	cds	59725	61848	-	BBGPBF_03911	905.0	0.0	1.001	0.975	0.599	UniRef:UniRef50_Q65T76
contig_16	cds	61964	62959	-	BBGPBF_03912	588.0	5.2e-212	1.0	0.904	0.897	UniRef:UniRef50_P21867
contig_16	cds	63047	63595	-	BBGPBF_03913	181.0	1.8e-56	0.973	0.851	0.514	UniRef:UniRef50_A0A556CQ68
contig_16	cds	63665	64354	+	BBGPBF_03914	348.0	3.6e-121	1.004	1.0	0.791	UniRef:UniRef50_A8AL36
contig_16	cds	64354	64677	+	BBGPBF_03915	169.0	2.2e-54	0.991	0.981	0.915	UniRef:UniRef50_F0KGR5
contig_16	cds	64674	65267	-	BBGPBF_03916	388.0	6.7e-138	0.970	0.914	1.0	UniRef:UniRef50_D4E6Q2
contig_16	cds	65264	65701	-	BBGPBF_03917	193.0	1.2e-62	1.0	1.0	0.655	UniRef:UniRef50_D4GEC5
contig_16	cds	65711	65980	-	BBGPBF_03918	164.0	1.9e-52	1.0	0.848	0.955	UniRef:UniRef50_A0A8H9NY61
contig_16	cds	66039	66881	-	BBGPBF_03919	439.0	9.5e-155	1.0	0.886	0.771	UniRef:UniRef50_A0A332G6N9
contig_16	cds	66868	68235	-	BBGPBF_03920	-	-	-	-	-	-
contig_16	cds	68228	68542	-	BBGPBF_03921	197.0	2.1e-65	1.0	0.954	1.0	UniRef:UniRef50_D4GEC1
contig_16	cds	68554	69534	-	BBGPBF_03922	627.0	5.0e-228	1.0	0.982	0.969	UniRef:UniRef50_A0A240BZK9
contig_16	cds	69937	70149	-	BBGPBF_03923	64.7	9.8e-14	0.986	0.812	0.667	UniRef:UniRef50_Q8GA24
contig_16	cds	70278	71114	-	BBGPBF_03924	262.0	1.6e-85	0.957	0.933	0.553	UniRef:UniRef50_A0A447SSC1
contig_16	cds	71271	74321	+	BBGPBF_03925	1635.0	0.0	0.829	1.0	0.926	UniRef:UniRef50_A0A5H7CWS7
contig_16	ncRNA-region	71853	71911	+	-	84.4	2.6e-13	-	-	-	RFAM:RF01989
contig_16	cds	74334	75236	+	BBGPBF_03926	481.0	4.5e-172	1.0	1.210	0.777	UniRef:UniRef50_A0A433ZWY7
contig_16	cds	75233	75868	+	BBGPBF_03927	335.0	3.9e-116	0.938	0.857	0.803	UniRef:UniRef50_P0AEL0
contig_16	cds	75865	76794	+	BBGPBF_03928	444.0	3.3e-157	0.858	1.008	0.845	UniRef:UniRef50_A0A379T1W5
contig_16	cds	76968	77351	-	BBGPBF_03929	251.0	5.0e-86	1.0	0.894	1.0	UniRef:UniRef50_A0A087FN33
contig_16	cds	77351	77599	-	BBGPBF_03930	101.0	3.4e-28	1.0	1.025	0.646	UniRef:UniRef50_E3G5J9
contig_16	cds	77798	78715	+	BBGPBF_03931	453.0	6.4e-159	1.020	0.812	0.733	UniRef:UniRef50_A0A066R8A3
contig_16	cds	78729	79670	-	BBGPBF_03932	606.0	2.0e-222	1.0	1.0	0.939	BlastRules:WP_001297068
contig_16	cds	79715	80152	-	BBGPBF_03933	259.0	1.5e-88	0.966	0.903	0.943	UniRef:UniRef50_P0A6M4
contig_16	cds	80149	81009	-	BBGPBF_03934	481.0	1.9e-171	0.937	0.832	0.996	UniRef:UniRef50_P0A8K8
contig_16	cds	81003	81602	-	BBGPBF_03935	228.0	8.3e-75	0.990	0.985	0.543	UniRef:UniRef50_A0A1V2BF21
contig_16	cds	81738	83561	-	BBGPBF_03936	749.0	4.7e-266	0.992	0.865	0.636	UniRef:UniRef50_Q9HU67
contig_16	ncRNA	83643	83750	-	BBGPBF_03937	67.5	2.5e-10	-	-	-	RFAM:RF02755
contig_16	cds	83940	85349	+	BBGPBF_03938	629.0	4.6e-224	0.989	0.977	0.653	UniRef:UniRef50_A0A7V8WL33
contig_16	cds	85538	86587	+	BBGPBF_03939	648.0	2.4e-235	0.983	0.896	0.956	UniRef:UniRef50_P0AFB5
contig_16	cds	86596	88005	+	BBGPBF_03940	523.0	8.2e-182	1.047	0.967	0.585	UniRef:UniRef50_A0A519ZKQ6
contig_16	cds	88262	89635	-	BBGPBF_03941	797.0	2.2e-290	0.972	0.890	0.885	UniRef:UniRef50_P32131
contig_16	cds	89824	90330	-	BBGPBF_03942	124.0	2.0e-34	0.994	0.831	0.551	UniRef:UniRef50_Q7N9T4
contig_16	ncRNA	90388	90643	-	BBGPBF_03943	246.0	3.7e-35	-	-	-	RFAM:RF00084
contig_16	cds	90914	91546	+	BBGPBF_03944	283.0	7.6e-96	0.933	0.871	0.740	UniRef:UniRef50_Q8E8J7
contig_16	ncRNA	91638	91756	-	BBGPBF_03945	125.0	1.0e-22	-	-	-	RFAM:RF00021
contig_16	cds	91894	94686	-	BBGPBF_03946	1325.0	0.0	1.015	0.939	0.727	UniRef:UniRef50_G2E0J3
contig_16	cds	95083	95982	+	BBGPBF_03947	518.0	3.0e-185	0.980	0.814	0.846	UniRef:UniRef50_P32129
contig_16	cds	96031	96654	-	BBGPBF_03948	279.0	4.8e-94	1.010	0.843	0.636	UniRef:UniRef50_Q9X6N0
contig_16	cds	96682	97668	-	BBGPBF_03949	526.0	4.6e-187	1.210	1.0	0.675	UniRef:UniRef50_P0C0K3
contig_16	cds	97744	98013	-	BBGPBF_03950	109.0	4.3e-31	0.944	0.884	0.631	UniRef:UniRef50_E1SVU7
contig_16	cds	98085	98666	+	BBGPBF_03951	391.0	4.7e-139	0.995	0.923	0.995	UniRef:UniRef50_A0A0C7KAT8
contig_16	cds	98663	99169	+	BBGPBF_03952	258.0	6.3e-87	0.994	0.803	0.749	UniRef:UniRef50_P32125
contig_17	tRNA	1	76	+	BBGPBF_03953	77.0	-	-	-	-	-
contig_17	cds	432	746	+	BBGPBF_03954	96.7	1.8e-25	0.865	0.818	0.556	UniRef:UniRef50_A0A6C0U8F2
contig_17	cds	872	1438	+	BBGPBF_03955	233.0	9.8e-77	1.027	0.990	0.611	UniRef:UniRef50_A0A085G4E0
contig_17	cds	1435	1863	+	BBGPBF_03956	241.0	1.7e-81	0.986	0.864	0.843	UniRef:UniRef50_H5V5Y4
contig_17	cds	1930	3486	+	BBGPBF_03957	993.0	0.0	1.0	0.917	0.944	UniRef:UniRef50_P0A6W9
contig_17	ncRNA	3499	3572	-	BBGPBF_03958	73.3	4.4e-12	-	-	-	RFAM:RF00078
contig_17	cds	3643	4158	+	BBGPBF_03959	324.0	4.7e-113	1.0	0.859	0.912	UniRef:UniRef50_Q9PN97
contig_17	cds	4211	4978	+	BBGPBF_03960	517.0	2.0e-186	1.0	0.864	0.996	UniRef:UniRef50_A0A1V2BPP5
contig_17	cds	4957	6633	-	BBGPBF_03961	617.0	1.6e-215	0.984	0.856	0.570	UniRef:UniRef50_Q9HXK5
contig_17	cds	6770	8308	-	BBGPBF_03962	941.0	0.0	0.988	0.915	0.941	UniRef:UniRef50_P0AEJ0
contig_17	cds	8324	9496	-	BBGPBF_03963	495.0	4.8e-173	1.179	1.0	0.596	UniRef:UniRef50_P27303
contig_17	cds	9622	10152	-	BBGPBF_03964	211.0	1.9e-68	0.983	0.945	0.630	UniRef:UniRef50_A0A1T4N4P6
contig_17	cds	10243	10578	-	BBGPBF_03965	107.0	2.3e-29	0.991	0.932	0.582	UniRef:UniRef50_C6DDD7
contig_17	cds	10568	11314	-	BBGPBF_03966	-	-	-	-	-	-
contig_17	cds	11493	12491	-	BBGPBF_03967	541.0	1.6e-193	0.967	0.847	0.794	UniRef:UniRef50_Q8ZML1
contig_17	cds	12570	13637	-	BBGPBF_03968	376.0	5.8e-128	0.983	0.923	0.599	UniRef:UniRef50_A0A3N2R1M8
contig_17	cds	13630	14832	-	BBGPBF_03969	712.0	3.1e-258	1.0	0.857	0.915	UniRef:UniRef50_P14175
contig_17	cds	15189	16151	-	BBGPBF_03970	433.0	7.3e-152	0.981	0.978	0.675	UniRef:UniRef50_A0A2I1IMZ3
contig_17	cds	16162	18303	-	BBGPBF_03971	967.0	0.0	0.993	0.811	0.681	UniRef:UniRef50_P47473
contig_17	cds	18276	18686	-	BBGPBF_03972	166.0	6.4e-52	0.956	0.861	0.569	UniRef:UniRef50_A0A133ZD35
contig_17	cds	18683	18928	-	BBGPBF_03973	132.0	2.1e-40	0.975	0.849	0.785	UniRef:UniRef50_P0AC65
contig_17	cds	19112	19543	-	BBGPBF_03974	166.0	8.7e-52	0.972	0.986	0.597	UniRef:UniRef50_A0A1D9LHG9
contig_17	cds	19632	20984	+	BBGPBF_03975	602.0	1.7e-214	0.984	0.993	0.691	UniRef:UniRef50_A0A6C6Z604
contig_17	cds	21128	21475	-	BBGPBF_03976	176.0	1.4e-56	1.0	1.0	0.809	UniRef:UniRef50_A8ANM8
contig_17	cds	21625	21987	+	BBGPBF_03977	204.0	8.6e-68	0.950	1.0	0.842	UniRef:UniRef50_C5BEX5
contig_17	cds	22073	22522	-	BBGPBF_03978	244.0	1.4e-84	1.0	1.0	0.805	BlastRules:WP_000492669
contig_17	cds	23251	23652	+	BBGPBF_03979	243.0	2.4e-82	1.0	0.911	1.0	UniRef:UniRef50_D2TM54
contig_17	cds	23725	23904	-	BBGPBF_03980	115.0	1.7e-34	1.0	1.0	0.983	UniRef:UniRef50_A0A0H3GWH4
contig_17	cds	24110	25012	+	BBGPBF_03981	520.0	5.6e-186	0.977	0.812	0.809	UniRef:UniRef50_N8ZLB9
contig_17	cds	25073	25537	-	BBGPBF_03982	-	-	-	-	-	-
contig_17	cds	25545	25844	-	BBGPBF_03983	166.0	2.9e-53	1.0	0.892	0.838	UniRef:UniRef50_A0A2X2GFC0
contig_17	cds	25920	26525	-	BBGPBF_03984	191.0	1.2e-59	0.990	0.861	0.518	UniRef:UniRef50_Q7MK12
contig_17	cds	26629	27537	+	BBGPBF_03985	542.0	3.8e-195	0.937	0.863	0.993	UniRef:UniRef50_A0A7H4MQT9
contig_17	cds	27620	29407	-	BBGPBF_03986	741.0	5.0e-264	1.012	0.980	0.646	UniRef:UniRef50_A0A485CAN8
contig_17	cds	29672	31192	+	BBGPBF_03987	583.0	2.4e-206	0.804	0.962	0.690	UniRef:UniRef50_A0A5C9C2I8
contig_17	cds	31894	32475	+	BBGPBF_03988	357.0	7.5e-126	0.995	0.941	0.979	UniRef:UniRef50_A0AAP5VLW2
contig_17	cds	32670	33332	+	BBGPBF_03989	210.0	1.0e-66	0.955	0.901	0.510	UniRef:UniRef50_A0A0T9SXD2
contig_17	cds	33369	35924	+	BBGPBF_03990	1471.0	0.0	0.898	0.824	0.952	UniRef:UniRef50_A0A4S7WJA8
contig_17	cds	35932	37026	+	BBGPBF_03991	389.0	4.2e-133	0.986	0.973	0.560	UniRef:UniRef50_A0A285AX65
contig_17	cds	37039	38067	-	BBGPBF_03992	668.0	6.7e-244	1.0	1.0	0.994	UniRef:UniRef50_A0A7U2ZTC7
contig_17	cds	38070	40607	-	BBGPBF_03993	1652.0	0.0	0.988	0.979	0.990	UniRef:UniRef50_A0A4V4FWE0
contig_17	cds	40637	41305	-	BBGPBF_03994	341.0	6.0e-119	0.802	0.873	0.994	UniRef:UniRef50_A0A378ACK4
contig_17	cds	41347	41895	-	BBGPBF_03995	204.0	8.0e-66	1.005	0.968	0.563	UniRef:UniRef50_W9BNC3
contig_17	cds	41999	42700	-	BBGPBF_03996	438.0	1.5e-156	1.0	1.0	0.991	UniRef:UniRef50_A0A8B6ITB5
contig_17	cds	43057	43818	+	BBGPBF_03997	494.0	4.0e-177	1.0	0.821	0.996	UniRef:UniRef50_A0A0T9U164
contig_17	cds	43874	44494	-	BBGPBF_03998	249.0	2.1e-82	0.971	0.893	0.640	UniRef:UniRef50_G8LEB5
contig_17	cds	44650	45444	-	BBGPBF_03999	322.0	1.2e-108	0.996	0.807	0.643	UniRef:UniRef50_A0A172UFQ7
contig_17	cds	45505	46437	-	BBGPBF_04000	602.0	2.6e-218	1.090	1.0	0.896	UniRef:UniRef50_A0A1L5DW65
contig_17	cds	46443	47171	-	BBGPBF_04001	356.0	1.2e-123	1.012	0.932	0.735	UniRef:UniRef50_A0A1J6C081
contig_17	cds	47172	48692	-	BBGPBF_04002	838.0	3.7e-305	0.994	0.915	0.879	UniRef:UniRef50_W9BE26
contig_17	cds	48723	49526	-	BBGPBF_04003	444.0	1.4e-157	1.030	1.0	0.844	UniRef:UniRef50_A0A485C7R1
contig_17	cds	49546	50613	-	BBGPBF_04004	494.0	3.0e-174	0.966	0.905	0.688	UniRef:UniRef50_A0A5E6TXX8
contig_17	cds	50610	51473	-	BBGPBF_04005	342.0	3.2e-116	0.962	0.854	0.605	UniRef:UniRef50_F1Z9F5
contig_17	cds	51484	52434	-	BBGPBF_04006	436.0	2.1e-152	0.965	0.824	0.692	UniRef:UniRef50_A0A3S0Z695
contig_17	cds	52550	53461	+	BBGPBF_04007	578.0	2.6e-209	0.997	0.924	0.954	UniRef:UniRef50_A0A7H5A8L8
contig_17	cds	53875	54354	+	BBGPBF_04008	284.0	5.2e-98	1.0	1.0	0.893	UniRef:UniRef50_A0A0U5LP23
contig_17	cds	54424	57576	-	BBGPBF_04009	-	-	1.0	1.0	1.0	NCBIProtein:WP_004149399.1
contig_17	cds	57600	58775	-	BBGPBF_04010	-	-	1.0	1.0	1.0	NCBIProtein:WP_002914189.1
contig_17	cds	59106	59471	+	BBGPBF_04011	115.0	1.3e-32	0.876	0.855	0.500	UniRef:UniRef50_A0A0L0AVG7
contig_17	cds	59482	60120	-	BBGPBF_04012	260.0	2.4e-87	0.892	0.990	0.640	UniRef:UniRef50_Q65QQ7
contig_17	cds	60266	60697	+	BBGPBF_04013	-	-	-	-	-	-
contig_17	cds	60794	61150	+	BBGPBF_04014	151.0	4.8e-47	0.805	1.0	0.726	UniRef:UniRef50_A0A377ZAM3
contig_17	cds	61275	62075	+	BBGPBF_04015	449.0	3.9e-159	0.974	0.852	0.857	UniRef:UniRef50_A0A0H3FL95
contig_17	tRNA	62346	62458	-	BBGPBF_04016	24.3	-	-	-	-	-
contig_17	cds	63502	64311	-	BBGPBF_04017	452.0	1.8e-161	0.844	0.912	0.969	UniRef:UniRef50_A0A482M9Q2
contig_17	cds	64353	64637	-	BBGPBF_04018	139.0	7.0e-43	1.0	0.979	0.723	UniRef:UniRef50_A0A266N5J1
contig_17	cds	64791	67298	-	BBGPBF_04019	1091.0	0.0	0.981	0.976	0.668	UniRef:UniRef50_A0A919I025
contig_17	cds	67327	68520	-	BBGPBF_04020	548.0	8.5e-195	0.814	0.846	0.842	UniRef:UniRef50_UPI002265AAC3
contig_17	cds	69223	69705	-	BBGPBF_04022	182.0	2.2e-57	0.963	0.815	0.578	UniRef:UniRef50_Q5ZRP1
contig_17	cds	69855	70292	+	BBGPBF_04023	195.0	4.9e-63	0.979	0.826	0.655	UniRef:UniRef50_H2FST7
contig_17	cds	70282	70572	+	BBGPBF_04024	114.0	7.7e-33	0.927	0.856	0.652	UniRef:UniRef50_B2VEC2
contig_17	cds	70639	70980	-	BBGPBF_04025	150.0	3.8e-46	1.0	0.837	0.664	UniRef:UniRef50_D1P3C6
contig_17	cds	71128	72789	-	BBGPBF_04026	742.0	1.0e-265	1.0	0.939	0.716	UniRef:UniRef50_P05824
contig_17	cds	72876	73754	-	BBGPBF_04027	553.0	1.8e-199	1.0	0.846	0.942	UniRef:UniRef50_P65774
contig_17	cds	73879	74469	+	BBGPBF_04028	305.0	3.4e-105	1.005	0.956	0.858	UniRef:UniRef50_A0A807LAV3
contig_17	cds	74589	75875	-	BBGPBF_04029	779.0	1.6e-284	1.072	1.0	0.932	UniRef:UniRef50_P37908
contig_17	cds	75895	76686	-	BBGPBF_04030	397.0	1.2e-138	0.996	0.837	0.748	UniRef:UniRef50_P64432
contig_17	cds	76850	78214	+	BBGPBF_04031	531.0	4.1e-186	0.927	0.915	0.646	UniRef:UniRef50_F7XXX9
contig_17	cds	78474	78722	+	BBGPBF_04032	102.0	1.8e-28	1.0	0.988	0.598	UniRef:UniRef50_Q6D1T8
contig_17	cds	78741	79289	+	BBGPBF_04033	328.0	1.5e-114	1.0	0.968	0.835	UniRef:UniRef50_Q5E7F1
contig_17	cds	79321	80088	+	BBGPBF_04034	326.0	4.8e-111	0.945	0.809	0.635	UniRef:UniRef50_P43912
contig_17	cds	80128	80475	+	BBGPBF_04035	201.0	3.2e-66	1.261	1.0	0.772	UniRef:UniRef50_Q9CLE0
contig_17	cds	80595	81053	+	BBGPBF_04036	138.0	9.0e-41	1.0	1.118	0.533	UniRef:UniRef50_UPI003570CAFD
contig_17	cds	81110	82480	+	BBGPBF_04037	493.0	1.7e-169	1.002	0.807	0.569	UniRef:UniRef50_A0A1S2DHG5
contig_17	cds	82489	82971	-	BBGPBF_04038	248.0	2.1e-83	0.994	0.850	0.742	UniRef:UniRef50_P07021
contig_17	cds	82985	84208	-	BBGPBF_04039	466.0	1.5e-161	1.076	0.998	0.582	UniRef:UniRef50_P46139
contig_17	cds	84201	84710	-	BBGPBF_04040	257.0	1.1e-86	0.976	0.859	0.739	UniRef:UniRef50_H5V653
contig_17	cds	85053	86123	+	BBGPBF_04041	643.0	9.2e-236	0.997	0.997	0.901	BlastRules:WP_001168032
contig_17	cds	86133	87254	+	BBGPBF_04042	613.0	9.5e-221	0.928	0.880	0.902	UniRef:UniRef50_Q7CPZ8
contig_17	cds	87317	88189	+	BBGPBF_04043	480.0	5.7e-171	0.986	0.897	0.776	UniRef:UniRef50_P0DOV6
contig_17	cds	88186	89346	-	BBGPBF_04044	753.0	3.6e-275	1.0	0.891	1.0	UniRef:UniRef50_P0A9J8
contig_17	ncRNA-region	89371	89495	-	-	127.7	1.1e-20	-	-	-	RFAM:RF01859
contig_17	cds	89601	89936	-	BBGPBF_04045	203.0	3.7e-67	1.0	0.804	0.928	UniRef:UniRef50_P0AD49
contig_17	cds	90207	90944	-	BBGPBF_04046	285.0	2.4e-95	0.976	0.879	0.611	UniRef:UniRef50_P0AC02
contig_17	cds	91076	92056	+	BBGPBF_04047	611.0	1.2e-221	1.0	0.934	0.920	UniRef:UniRef50_P33643
contig_17	cds	92053	92784	+	BBGPBF_04048	273.0	6.9e-91	0.984	0.895	0.569	UniRef:UniRef50_A0A2K4XBB1
contig_17	ncRNA	92795	92933	+	BBGPBF_04049	110.1	9.1e-20	-	-	-	RFAM:RF02768
