locus_tag	ftype	length_bp	gene	EC_number	COG	product
MFCJNMFM_04665	CDS	3063				hypothetical protein
MFCJNMFM_04666	CDS	99				hypothetical protein
MFCJNMFM_04667	CDS	504				hypothetical protein
MFCJNMFM_04668	CDS	534				hypothetical protein
MFCJNMFM_04669	CDS	147				hypothetical protein
MFCJNMFM_04670	CDS	267				hypothetical protein
MFCJNMFM_04671	CDS	582				hypothetical protein
MFCJNMFM_04672	CDS	798				hypothetical protein
MFCJNMFM_04673	CDS	807				hypothetical protein
MFCJNMFM_04674	CDS	909				hypothetical protein
MFCJNMFM_04675	CDS	2310				hypothetical protein
MFCJNMFM_04676	CDS	1317				hypothetical protein
MFCJNMFM_04677	CDS	2199	dbpA_2	3.6.4.13		ATP-dependent RNA helicase DbpA
MFCJNMFM_04678	CDS	4290				hypothetical protein
MFCJNMFM_04679	CDS	1515				hypothetical protein
MFCJNMFM_04680	CDS	639	era_2			GTPase Era
MFCJNMFM_04681	CDS	240				hypothetical protein
MFCJNMFM_04682	CDS	717				hypothetical protein
MFCJNMFM_04683	CDS	141				hypothetical protein
MFCJNMFM_04684	CDS	261				hypothetical protein
MFCJNMFM_04685	CDS	474				hypothetical protein
MFCJNMFM_04686	CDS	822				hypothetical protein
MFCJNMFM_04687	CDS	441	klcA_2			Antirestriction protein KlcA
MFCJNMFM_04688	CDS	543				hypothetical protein
MFCJNMFM_04689	CDS	342	yfjZ			Antitoxin YfjZ
MFCJNMFM_04690	CDS	342	ykfI			Toxin YkfI
MFCJNMFM_04691	CDS	2034				hypothetical protein
MFCJNMFM_04692	CDS	870				hypothetical protein
MFCJNMFM_04693	CDS	1680	xynB	3.2.1.37		Beta-xylosidase
MFCJNMFM_04694	CDS	1455	uidB			Glucuronide carrier protein
MFCJNMFM_04695	CDS	1320	xylA_2	5.3.1.5	COG2115	Xylose isomerase
MFCJNMFM_04696	CDS	1383	lamB_3			Maltoporin
MFCJNMFM_04697	CDS	786				IS3 family transposase ISKpn1
MFCJNMFM_04698	CDS	522				IS3 family transposase ISKpn1
MFCJNMFM_04699	CDS	291				hypothetical protein
MFCJNMFM_04700	CDS	567				hypothetical protein
MFCJNMFM_04701	CDS	2490	pgaA		COG0457	Poly-beta-1,6-N-acetyl-D-glucosamine export protein
MFCJNMFM_04702	CDS	2016	pgaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
MFCJNMFM_04703	CDS	1329	pgaC	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
MFCJNMFM_04704	CDS	450				hypothetical protein
MFCJNMFM_04705	CDS	786				hypothetical protein
MFCJNMFM_04706	CDS	759				hypothetical protein
MFCJNMFM_04707	CDS	918	cbpA		COG0484	Curved DNA-binding protein
MFCJNMFM_04708	CDS	306	cbpM		COG0789	Chaperone modulatory protein CbpM
MFCJNMFM_04709	CDS	372				hypothetical protein
MFCJNMFM_04710	CDS	957	parM			Plasmid segregation protein ParM
MFCJNMFM_04711	CDS	1404	melB			Melibiose permease
MFCJNMFM_04712	CDS	1353	melA	3.2.1.22	COG1486	Alpha-galactosidase
MFCJNMFM_04713	CDS	939	melR		COG2169	Melibiose operon regulatory protein
MFCJNMFM_04714	CDS	1503	proP_2		COG0477	Proline/betaine transporter
MFCJNMFM_04715	CDS	336				hypothetical protein
MFCJNMFM_04716	CDS	435				hypothetical protein
MFCJNMFM_04717	CDS	726	phnF		COG2188	putative transcriptional regulator PhnF
MFCJNMFM_04718	CDS	453	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
MFCJNMFM_04719	CDS	585	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
MFCJNMFM_04720	CDS	1065	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
MFCJNMFM_04721	CDS	849	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
MFCJNMFM_04722	CDS	759	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
MFCJNMFM_04723	CDS	681	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
MFCJNMFM_04724	CDS	1137	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
MFCJNMFM_04725	CDS	564	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
MFCJNMFM_04726	CDS	759	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
MFCJNMFM_04727	CDS	369				hypothetical protein
MFCJNMFM_04728	CDS	2286	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
MFCJNMFM_04729	CDS	1521	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
MFCJNMFM_04730	CDS	999	rbsC_6		COG1172	Ribose import permease protein RbsC
MFCJNMFM_04731	CDS	942	rbsB_4		COG1879	Ribose import binding protein RbsB
MFCJNMFM_04732	CDS	1008	rbsK_3	2.7.1.15	COG0524	Ribokinase
MFCJNMFM_04733	CDS	918				hypothetical protein
MFCJNMFM_04734	CDS	759				hypothetical protein
MFCJNMFM_04735	CDS	729	ompR_2		COG0745	DNA-binding dual transcriptional regulator OmpR
MFCJNMFM_04736	CDS	420	fdhF_2	1.17.98.4	COG3383	Formate dehydrogenase H
MFCJNMFM_04737	CDS	1680	fdhF_3	1.17.98.4	COG3383	Formate dehydrogenase H
MFCJNMFM_04738	CDS	687				hypothetical protein
MFCJNMFM_04739	CDS	1314	gltP		COG1301	Proton/glutamate-aspartate symporter
MFCJNMFM_04740	CDS	1959	acs	6.2.1.1		Acetyl-coenzyme A synthetase
MFCJNMFM_04741	CDS	312	yjcH		COG3162	Inner membrane protein YjcH
MFCJNMFM_04742	CDS	1656	actP		COG4147	Cation/acetate symporter ActP
MFCJNMFM_04743	CDS	1098				hypothetical protein
MFCJNMFM_04744	CDS	549				hypothetical protein
MFCJNMFM_04745	CDS	2580	fimD_2		COG3188	Outer membrane usher protein FimD
MFCJNMFM_04746	CDS	690	lpfB		COG3121	putative fimbrial chaperone LpfB
MFCJNMFM_04747	CDS	540	ycbV		COG3539	putative fimbrial-like protein YcbV
MFCJNMFM_04748	CDS	690	yohK_2		COG1346	Inner membrane protein YohK
MFCJNMFM_04749	CDS	408	cidA			Holin-like protein CidA
MFCJNMFM_04750	CDS	882	oxyR_3		COG0583	DNA-binding transcriptional dual regulator OxyR
MFCJNMFM_04751	CDS	1647	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
MFCJNMFM_04752	CDS	1350	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
MFCJNMFM_04753	CDS	669				hypothetical protein
MFCJNMFM_04754	CDS	459	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
MFCJNMFM_04755	CDS	330	soxS		COG2207	Regulatory protein SoxS
MFCJNMFM_04756	CDS	1605	pdeC_1	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
MFCJNMFM_04757	CDS	282				hypothetical protein
MFCJNMFM_04758	CDS	858				hypothetical protein
MFCJNMFM_04759	CDS	834				hypothetical protein
MFCJNMFM_04760	CDS	1140				hypothetical protein
MFCJNMFM_04761	CDS	1032	uup_3	3.6.1.-		ATP-binding protein Uup
MFCJNMFM_04762	CDS	771	rbn_2	3.1.26.11		Ribonuclease BN
MFCJNMFM_04763	CDS	1014	ccpA			Catabolite control protein A
MFCJNMFM_04764	CDS	762	suhB_3	3.1.3.25	COG0483	Nus factor SuhB
MFCJNMFM_04765	CDS	354	iraM			Anti-adapter protein IraM
MFCJNMFM_04766	CDS	2424	bamA_2		COG4775	Outer membrane protein assembly factor BamA
MFCJNMFM_04767	CDS	1761		3.1.1.102		Mono(2-hydroxyethyl) terephthalate hydrolase
MFCJNMFM_04768	CDS	369	ramA_2			Transcriptional regulator RamA
MFCJNMFM_04769	CDS	2259	fepA_2		COG4771	Ferrienterobactin receptor
MFCJNMFM_04770	CDS	1581	mltF_2			Membrane-bound lytic murein transglycosylase F
MFCJNMFM_04771	CDS	525	ssb1			Single-stranded DNA-binding protein 1
MFCJNMFM_04772	CDS	2826	uvrA		COG0178	UvrABC system protein A
MFCJNMFM_04773	CDS	357	yjbR		COG2315	putative protein YjbR
MFCJNMFM_04774	CDS	417				hypothetical protein
MFCJNMFM_04775	CDS	714	aphA	3.1.3.2	COG3700	Class B acid phosphatase
MFCJNMFM_04776	CDS	1194	tyrB_2	2.6.1.5		Tyrosine aminotransferase
MFCJNMFM_04777	CDS	1080	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
MFCJNMFM_04778	CDS	1416	dnaB	5.6.2.3	COG0305	Replicative DNA helicase DnaB
MFCJNMFM_04779	CDS	984	qorA_2	1.6.5.5	COG0604	Quinone oxidoreductase 1
MFCJNMFM_04780	CDS	243	pspG			Phage shock protein G
MFCJNMFM_04781	CDS	942	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
MFCJNMFM_04782	CDS	489				hypothetical protein
MFCJNMFM_04783	CDS	516	zur		COG0735	Zinc uptake regulation protein
MFCJNMFM_04784	CDS	210				hypothetical protein
MFCJNMFM_04785	CDS	1317	dinF		COG0534	DNA damage-inducible protein F
MFCJNMFM_04786	CDS	609	lexA_2	3.4.21.88	COG1974	LexA repressor
MFCJNMFM_04787	CDS	369	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
MFCJNMFM_04788	CDS	2424	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
MFCJNMFM_04789	CDS	867	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
MFCJNMFM_04790	CDS	498	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
MFCJNMFM_04791	CDS	924				hypothetical protein
MFCJNMFM_04792	CDS	1113			COG3385	IS4 family transposase IS421
MFCJNMFM_04793	CDS	141				hypothetical protein
MFCJNMFM_04794	CDS	1290	lamB_4			maltoporin LamB
MFCJNMFM_04795	CDS	1110	malK_2	7.5.2.1		Maltose/maltodextrin import ATP-binding protein MalK
MFCJNMFM_04796	CDS	1191	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
MFCJNMFM_04797	CDS	1545	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
MFCJNMFM_04798	CDS	891	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
MFCJNMFM_04799	CDS	411	psiE		COG3223	Protein PsiE
MFCJNMFM_04800	CDS	1278				hypothetical protein
MFCJNMFM_04801	CDS	741	ygaZ_2		COG1296	Inner membrane protein YgaZ
MFCJNMFM_04802	CDS	321				hypothetical protein
MFCJNMFM_04803	CDS	381	ridA_3	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
MFCJNMFM_04804	CDS	510				hypothetical protein
MFCJNMFM_04805	CDS	456	fdtC	2.3.1.197		dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase
MFCJNMFM_04806	CDS	1650	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
MFCJNMFM_04807	CDS	1350	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
MFCJNMFM_04808	CDS	930	panS			Pantothenate precursors transporter PanS
MFCJNMFM_04809	CDS	273				hypothetical protein
MFCJNMFM_04810	CDS	876	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
MFCJNMFM_04811	CDS	954	sorC_4			Sorbitol operon regulator
MFCJNMFM_04812	CDS	804	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
MFCJNMFM_04813	CDS	408	sorF			PTS system sorbose-specific EIIA component
MFCJNMFM_04814	CDS	495	sorB_3	2.7.1.206		PTS system sorbose-specific EIIB component
MFCJNMFM_04815	CDS	801	sorA			PTS system sorbose-specific EIIC component
MFCJNMFM_04816	CDS	825	sorM			PTS system sorbose-specific EIID component
MFCJNMFM_04817	CDS	1233	yggP	1.1.1.17	COG1063	Mannitol-1-phosphate 5-dehydrogenase
MFCJNMFM_04818	CDS	810	sdhL	1.1.1.25	COG0169	Shikimate dehydrogenase-like protein
MFCJNMFM_04819	CDS	1632				hypothetical protein
MFCJNMFM_04820	CDS	3684	metH	2.1.1.13	COG0646	Methionine synthase
MFCJNMFM_04821	CDS	831	iclR		COG1414	Transcriptional repressor IclR
MFCJNMFM_04822	CDS	1785	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
MFCJNMFM_04823	CDS	1320	aceA	4.1.3.1	COG2224	Isocitrate lyase
MFCJNMFM_04824	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
MFCJNMFM_04825	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
MFCJNMFM_04826	CDS	462	yjaB	2.3.1.-	COG0456	Peptidyl-lysine N-acetyltransferase YjaB
MFCJNMFM_04827	rRNA	116				5S ribosomal RNA
MFCJNMFM_04828	rRNA	2902				23S ribosomal RNA
MFCJNMFM_04829	tRNA	76				tRNA-Glu(ttc)
MFCJNMFM_04830	rRNA	1540				16S ribosomal RNA
MFCJNMFM_04831	CDS	204				hypothetical protein
MFCJNMFM_04832	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
MFCJNMFM_04833	CDS	1296	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
MFCJNMFM_04834	CDS	1332	zraR			Transcriptional regulatory protein ZraR
MFCJNMFM_04835	CDS	1395	zraS	2.7.13.3		Sensor histidine kinase ZraS
MFCJNMFM_04836	CDS	438	zraP			Signaling pathway modulator ZraP
MFCJNMFM_04837	CDS	696				hypothetical protein
MFCJNMFM_04838	CDS	273	hupA		COG0776	DNA-binding protein HU-alpha
MFCJNMFM_04839	CDS	591			COG3068	putative protein
MFCJNMFM_04840	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
MFCJNMFM_04841	CDS	1065	hemE	4.1.1.37		Uroporphyrinogen decarboxylase
MFCJNMFM_04842	CDS	774	nudC	3.6.1.-	COG2816	NAD-capped RNA hydrolase NudC
MFCJNMFM_04843	CDS	498	rsd		COG3160	Regulator of sigma D
MFCJNMFM_04844	CDS	1896	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
MFCJNMFM_04845	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
MFCJNMFM_04846	CDS	756	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
MFCJNMFM_04847	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
MFCJNMFM_04848	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
MFCJNMFM_04849	CDS	1134	thiH	4.1.99.19		2-iminoacetate synthase
MFCJNMFM_04850	CDS	1533				hypothetical protein
MFCJNMFM_04851	CDS	306	celA_4	2.7.1.205		PTS system cellobiose-specific EIIB component
MFCJNMFM_04852	CDS	318	chbA_5		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
MFCJNMFM_04853	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
MFCJNMFM_04854	CDS	4224	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
MFCJNMFM_04855	CDS	4029	rpoB			DNA-directed RNA polymerase subunit beta RpoB
MFCJNMFM_04856	CDS	105				hypothetical protein
MFCJNMFM_04857	CDS	366	rplL		COG0222	Large ribosomal subunit protein bL12
MFCJNMFM_04858	CDS	498	rplJ		COG0244	Large ribosomal subunit protein uL10
MFCJNMFM_04859	CDS	705	rplA		COG0081	Large ribosomal subunit protein uL1
MFCJNMFM_04860	CDS	429	rplK		COG0080	Large ribosomal subunit protein uL11
MFCJNMFM_04861	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
MFCJNMFM_04862	CDS	384	secE		COG0690	Protein translocase subunit SecE
MFCJNMFM_04863	CDS	1185	tufA_2	3.6.5.3	COG0050	Elongation factor Tu 1
MFCJNMFM_04864	tRNA	76				tRNA-Thr(ggt)
MFCJNMFM_04865	tRNA	75				tRNA-Gly(tcc)
MFCJNMFM_04866	tRNA	85				tRNA-Tyr(gta)
MFCJNMFM_04867	tRNA	76				tRNA-Thr(tgt)
MFCJNMFM_04868	CDS	927	coaA	2.7.1.33		Pantothenate kinase
MFCJNMFM_04869	CDS	963	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
MFCJNMFM_04870	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
MFCJNMFM_04871	rRNA	116				5S ribosomal RNA
MFCJNMFM_04872	rRNA	2902				23S ribosomal RNA
MFCJNMFM_04873	tRNA	76				tRNA-Ala(tgc)
MFCJNMFM_04874	tRNA	77				tRNA-Ile(gat)
MFCJNMFM_04875	rRNA	1540				16S ribosomal RNA
MFCJNMFM_04876	CDS	534	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [quinone]
MFCJNMFM_04877	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
MFCJNMFM_04878	CDS	615	yigZ		COG1739	IMPACT family member YigZ
MFCJNMFM_04879	CDS	1332	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
MFCJNMFM_04880	CDS	2190	fadB		COG1024	Fatty acid oxidation complex subunit alpha
MFCJNMFM_04881	CDS	1164	fadA	2.3.1.16		3-ketoacyl-CoA thiolase
MFCJNMFM_04882	CDS	702	fre	1.5.1.41		NAD(P)H-flavin reductase
MFCJNMFM_04883	CDS	1476	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
MFCJNMFM_04884	CDS	489	rfaH			Transcription antitermination protein RfaH
MFCJNMFM_04885	CDS	792	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
MFCJNMFM_04886	CDS	780	tatC		COG0805	Sec-independent protein translocase protein TatC
MFCJNMFM_04887	CDS	537	tatB		COG1826	Sec-independent protein translocase protein TatB
MFCJNMFM_04888	CDS	252	tatA		COG1826	Sec-independent protein translocase protein TatA
MFCJNMFM_04889	CDS	1641	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
MFCJNMFM_04890	CDS	606	ubiJ		COG3165	Ubiquinone biosynthesis accessory factor UbiJ
MFCJNMFM_04891	CDS	756	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
MFCJNMFM_04892	CDS	1449				hypothetical protein
MFCJNMFM_04893	CDS	762	udp	2.4.2.3		Uridine phosphorylase
MFCJNMFM_04894	CDS	813	clcD	3.1.1.45	COG0412	Carboxymethylenebutenolidase
MFCJNMFM_04895	CDS	2265	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
MFCJNMFM_04896	CDS	954	metR		COG0583	HTH-type transcriptional regulator MetR
MFCJNMFM_04897	CDS	900	bioP		COG0697	Biotin transporter
MFCJNMFM_04898	CDS	801	yigL	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
MFCJNMFM_04899	CDS	993	pldB	3.1.1.5	COG2267	Lysophospholipase L2
MFCJNMFM_04900	CDS	621	rhtB_2		COG1280	Homoserine/homoserine lactone efflux protein
MFCJNMFM_04901	CDS	921				ISNCY family transposase ISRor2
MFCJNMFM_04902	CDS	621	rhtC_3		COG1280	Threonine efflux protein
MFCJNMFM_04903	CDS	1827	recQ	5.6.2.4	COG0514	ATP-dependent DNA helicase RecQ
MFCJNMFM_04904	CDS	861	pldA	3.1.1.32	COG2829	Phospholipase A1
MFCJNMFM_04905	CDS	465	yigI	3.1.2.20	COG2050	Medium/long-chain acyl-CoA thioesterase YigI
MFCJNMFM_04906	CDS	894	rarD		COG2962	Protein RarD
MFCJNMFM_04907	CDS	951	corA			Magnesium transport protein CorA
MFCJNMFM_04908	CDS	2163	uvrD	5.6.2.4	COG0210	DNA helicase II
MFCJNMFM_04909	CDS	717	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
MFCJNMFM_04910	CDS	903	xerC_2		COG4973	Tyrosine recombinase XerC
MFCJNMFM_04911	CDS	708				hypothetical protein
MFCJNMFM_04912	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
MFCJNMFM_04913	CDS	225	lptM		COG5567	LPS-assembly lipoprotein LptM
MFCJNMFM_04914	CDS	321	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
MFCJNMFM_04915	CDS	2631	cyaA			adenylate cyclase CyaA
MFCJNMFM_04916	CDS	957	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
MFCJNMFM_04917	CDS	741	hemD	4.2.1.75		Uroporphyrinogen-III synthase
MFCJNMFM_04918	CDS	1182	hemX		COG2959	Protein HemX
MFCJNMFM_04919	CDS	1197	hemY		COG3071	Protein HemY
MFCJNMFM_04920	tRNA	77				tRNA-Pro(tgg)
MFCJNMFM_04921	tRNA	87				tRNA-Leu(cag)
MFCJNMFM_04922	tRNA	76				tRNA-His(gtg)
MFCJNMFM_04923	tRNA	77				tRNA-Arg(ccg)
MFCJNMFM_04924	CDS	1386	thrP		COG1113	Threonine/serine transporter ThrP
MFCJNMFM_04925	CDS	741	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
MFCJNMFM_04926	CDS	1347	wzyE			putative ECA polymerase
MFCJNMFM_04927	CDS	1077	wecF	2.4.1.325	COG0554	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
MFCJNMFM_04928	CDS	1251	wzxE		COG2244	Lipid III flippase
MFCJNMFM_04929	CDS	1131	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
MFCJNMFM_04930	CDS	675	wecD	2.3.1.210	COG0456	dTDP-fucosamine acetyltransferase
MFCJNMFM_04931	CDS	882	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
MFCJNMFM_04932	CDS	1068	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
MFCJNMFM_04933	CDS	1263	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
MFCJNMFM_04934	CDS	1086	wecB	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
MFCJNMFM_04935	CDS	1017	wzzE		COG3765	ECA polysaccharide chain length modulation protein
MFCJNMFM_04936	CDS	1104	wecA	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
MFCJNMFM_04937	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
MFCJNMFM_04938	CDS	330	trxA		COG3118	Thioredoxin 1
MFCJNMFM_04939	CDS	1266	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
MFCJNMFM_04940	CDS	1509	gppA	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
MFCJNMFM_04941	CDS	927	pcpR_2		COG0583	PCP degradation transcriptional activation protein
MFCJNMFM_04942	CDS	999	graF	4.1.1.103		Gamma-resorcylate decarboxylase
MFCJNMFM_04943	CDS	723	ydfK_2		COG1811	putative membrane protein YdfK
MFCJNMFM_04944	CDS	2022	rep	5.6.2.4	COG0210	ATP-dependent DNA helicase Rep
MFCJNMFM_04945	CDS	282	ppiC_1	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
MFCJNMFM_04946	CDS	282	ppiC_2	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
MFCJNMFM_04947	CDS	1476	ilvC	1.1.1.86		Ketol-acid reductoisomerase (NADP(+))
MFCJNMFM_04948	CDS	891	oxyR_4		COG0583	DNA-binding transcriptional dual regulator OxyR
MFCJNMFM_04949	CDS	1545	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
MFCJNMFM_04950	CDS	1851	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
MFCJNMFM_04951	CDS	930	ilvE	2.6.1.42		Branched-chain-amino-acid aminotransferase
MFCJNMFM_04952	CDS	258	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
MFCJNMFM_04953	CDS	1647	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
MFCJNMFM_04954	CDS	1521	comM		COG0606	Competence protein ComM
MFCJNMFM_04955	CDS	339	maoP		COG3085	Macrodomain Ori protein
MFCJNMFM_04956	CDS	822	hdfR_4			HTH-type transcriptional regulator HdfR
MFCJNMFM_04957	tRNA	76				tRNA-Trp(cca)
MFCJNMFM_04958	tRNA	77				tRNA-Asp(gtc)
MFCJNMFM_04959	rRNA	116				5S ribosomal RNA
MFCJNMFM_04960	rRNA	2902				23S ribosomal RNA
MFCJNMFM_04961	tRNA	76				tRNA-Ala(tgc)
MFCJNMFM_04962	tRNA	77				tRNA-Ile(gat)
MFCJNMFM_04963	rRNA	1540				16S ribosomal RNA
MFCJNMFM_04964	CDS	852	murI	5.1.1.3	COG0796	Glutamate racemase
MFCJNMFM_04965	CDS	1839	btuB		COG4206	Vitamin B12 transporter BtuB
MFCJNMFM_04966	CDS	1101	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
MFCJNMFM_04967	CDS	360	yijD			Inner membrane protein YijD
MFCJNMFM_04968	CDS	636	fabR		COG1309	HTH-type transcriptional repressor FabR
MFCJNMFM_04969	CDS	1401	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
MFCJNMFM_04970	CDS	918	oxyR_5		COG0583	DNA-binding transcriptional dual regulator OxyR
MFCJNMFM_04971	CDS	1374	argH	4.3.2.1	COG0165	Argininosuccinate lyase
MFCJNMFM_04972	CDS	774	argB	2.7.2.8	COG0548	Acetylglutamate kinase
MFCJNMFM_04973	CDS	1005	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
MFCJNMFM_04974	CDS	1152	argE_2	3.5.1.16	COG0624	Acetylornithine deacetylase
MFCJNMFM_04975	CDS	2652	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
MFCJNMFM_04976	CDS	651	zinT		COG3443	Metal-binding protein ZinT
MFCJNMFM_04977	CDS	987	rhaS_8			HTH-type transcriptional activator RhaS
MFCJNMFM_04978	CDS	663	fsaB	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 2
MFCJNMFM_04979	CDS	1104	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
MFCJNMFM_04980	CDS	870	yijE		COG0697	putative cystine transporter YijE
MFCJNMFM_04981	CDS	888	metF	1.5.1.54	COG0685	5,10-methylenetetrahydrofolate reductase
MFCJNMFM_04982	CDS	909	catM		COG0583	HTH-type transcriptional regulator CatM
MFCJNMFM_04983	CDS	372				hypothetical protein
MFCJNMFM_04984	CDS	1557	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
MFCJNMFM_04985	CDS	1137				hypothetical protein
MFCJNMFM_04986	CDS	2433	metL		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
MFCJNMFM_04987	CDS	1161	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
MFCJNMFM_04988	CDS	318	metJ		COG3060	Met repressor
MFCJNMFM_04989	CDS	213	rpmE		COG0254	Large ribosomal subunit protein bL31
MFCJNMFM_04990	CDS	2196	priA	5.6.2.4		Replication restart protein PriA
